ITEMNAME,sales_channel,mapped_pack_size,anchor_pack,pl1,pl2,pl3,pl4,segment_enterprise_anchor_target_price,segment_a_anchor_target_price,segment_b_anchor_target_price,segment_c_anchor_target_price,segment_d_anchor_target_price,anchor_book_price_per_weight,anchor_floor_price_per_weight,p10,p20,p30,p40,p50,p60,p70,p80,p90
6531-150 - SYN GEAR & BEARING FLUID   5GL PAIL BLK,NON-DISTRIBUTION,SMALL,SMALL,LUBRICANT,MAINTENANCE,ISEL,6531/6532 Syn Gear + Bearing Fluid ISO 150,3.975833333333333,4.121379310344827,5.041085674804241,5.270225932749887,5.270225932749887,5.270225932749887,1.5866072716106248,3.975833333333333,3.975833333333333,3.975833333333333,3.975833333333333,3.975833333333333,3.975833333333333,3.975833333333333,3.975833333333333,4.469722222222222
2032-100 - SYN EP GEAR LUBE   5GL PAIL BLK,NON-DISTRIBUTION,SMALL,SMALL,LUBRICANT,MAINTENANCE,ISEL,2032 SYN EP Gear Lube ISO 100,5.187567567567568,5.187567567567568,5.187567567567568,5.187567567567568,5.187567567567568,5.4345945945945955,1.844914361420244,4.940540540540541,4.940540540540541,4.940540540540541,4.940540540540541,4.940540540540541,4.940540540540541,4.940540540540541,4.940540540540541,4.940540540540541
PERKUT 308-D        55GL DRUM,NON-DISTRIBUTION,DRUM,DRUM,METAL REMOVAL,"MINERAL, STRAIGHT",PER,PERKUT 308-GA,1.9484615384615387,1.9859801488833748,1.9859801488833748,1.9859801488833748,1.9859801488833748,2.1845781637717123,1.0305232970668705,2.025955334987593,2.025955334987593,2.025955334987593,2.025955334987593,2.025955334987593,2.025955334987593,2.025955334987593,2.025955334987593,2.025955334987593
PERCHEM 1140-DO      55GL DRUM,NON-DISTRIBUTION,DRUM,DRUM,INDUSTRIAL CLEANERS,SOLVENT,PER,PERCHEM 1140-DO / POLYDRAW AMBER 16 VO,1.271110656,1.8632578512396698,1.8977626262626266,1.9840245638200185,1.9840245638200185,1.9840245638200185,1.271110656,1.4325068870523416,1.4325068870523416,1.4325068870523416,1.9012672176308538,1.9609366391184573,1.9609366391184575,2.4903030303030302,2.5650137741046835,2.639283746556474
PERCHEM 1140-DO     1249L/330G TOTE,NON-DISTRIBUTION,TOTE,TOTE,INDUSTRIAL CLEANERS,SOLVENT,PER,PERCHEM 1140-DO / POLYDRAW AMBER 16 VO,1.1844387141032657,1.2964468965517242,1.3002758620689654,1.3002758620689654,1.3002758620689654,1.3804758620689652,1.1844387141032657,1.1299310344827587,1.1713103448275861,1.1713103448275861,1.3002758620689654,1.3002758620689654,1.3002758620689654,1.3002758620689654,1.3002758620689654,1.3002758620689654
420 QUENCH OIL     1249L/330G,NON-DISTRIBUTION,TOTE,TOTE,QUENCHANTS,OIL BASED,420 QUENCH OIL,420 QUENCH OIL,2.0937317175094026,2.0937317175094026,2.1157584621813625,2.4824041126897898,2.4824041126897898,2.4824041126897898,1.3958094050355203,2.0937317175094026,2.0937317175094026,2.0937317175094026,2.0937317175094026,2.1157584621813625,2.1766109486000835,2.2563936481404094,2.648696197241956,2.730806519
PARQUENCH 60     208L/55G,NON-DISTRIBUTION,DRUM,TOTE,QUENCHANTS,SYNTHETIC,PARK,PARQUENCH 60,2.0622954303931986,2.2085122210414454,2.3196390658174098,2.3586411889596604,2.453942614,2.453942614,1.5464715208793232,2.287707006369427,2.3196390658174098,2.3196390658174098,2.3196390658174098,2.3196390658174098,2.3196390658174098,2.3586411889596604,2.3586411889596604,2.3586411889596604
ACCUDRAW 2812      55GL DRUM,NON-DISTRIBUTION,DRUM,DRUM,METAL FORMING,"MINERAL, STRAIGHT",ACCU,ACCUDRAW 2812,2.3265934065934064,2.4223296703296704,2.4223296703296704,2.4223296703296704,2.4223296703296704,2.6645626373626374,1.4436760872519707,2.4223296703296704,2.4223296703296704,2.4223296703296704,2.4223296703296704,2.4223296703296704,2.5265934065934066,2.5265934065934066,2.5265934065934066,2.5265934065934066
PERDRAW 3510     208L/55G DRUM,NON-DISTRIBUTION,DRUM,DRUM,METAL FORMING,"MINERAL, STRAIGHT",PER,PERDRAW 3510,4.082466216216217,4.082466216216217,4.082466216216217,4.082466216216217,4.082466216216217,4.276869369369369,2.3415532094594593,3.888063063063063,3.888063063063063,3.888063063063063,3.888063063063063,3.888063063063063,3.888063063063063,3.888063063063063,3.888063063063063,3.888063063063063
K-3 NEUTRAL SALT     400 LB   FDR,NON-DISTRIBUTION,DRUM,DRUM,HEAT TREATING SALTS,NEUTRAL SALTS,K,K-3 NEUTRAL SALT / UNI-HARD IR,2.061235842156613,2.1201282947896587,2.159389929878356,2.2575440176000994,2.2575440176000994,2.2575440176000994,1.1803681843838139,2.355275,2.355275,2.355275,2.355275,2.355275,2.355275,2.651375,2.651375,2.651375
ACCUDRI 1924      55G DRUM,NON-DISTRIBUTION,DRUM,DRUM,METAL FORMING,EVAPORATIVES,ACCU,ACCUDRI 1924,1.868150289017341,1.868150289017341,1.8681502890173411,1.8681502890173411,2.2031577137731713,2.2031577137731713,1.6280956563070175,1.8093352601156067,1.868150289017341,1.868150289017341,1.868150289017341,1.868150289017341,1.868150289017341,1.8681502890173411,1.8681502890173411,1.8681502890173411
TEMPERING C-ALHT 400 LB DRUM (AMS 2821 CLASS 2 ORDERS ONLY),NON-DISTRIBUTION,DRUM,DRUM,HEAT TREATING SALTS,NITRITE / NIRATE SALTS,TEMPERING,DRAW TEMP 430-S / TEMPERING C-ALHT / TEMPERING C PINK W/O,1.928275,2.2978400000000003,2.582006782786885,2.6993707274590153,2.6993707274590153,2.8167346721311466,1.1787144877049183,1.928275,2.1211249999999997,2.1211249999999997,2.1211249999999997,2.1211249999999997,2.19325,2.19325,2.19325,2.19325
PERDRAW 6270-HV     5GLPL,NON-DISTRIBUTION,SMALL,DRUM,METAL FORMING,"SYNTHETIC, STRAIGHT",PER,PERDRAW 6270-HV,2.072642706131078,2.072642706131078,2.072642706131078,2.072642706131078,2.072642706131078,2.279906976744186,1.5500360393559929,3.0104651162790694,3.0104651162790694,3.0104651162790694,3.0104651162790694,3.0104651162790694,3.0104651162790694,3.0104651162790694,3.0104651162790694,3.0104651162790694
PERDRAW 1041      55GL DRUM,NON-DISTRIBUTION,DRUM,DRUM,METAL FORMING,EVAPORATIVES,PER,PERDRAW 1041,1.779641873278237,2.151818181818182,2.221763085399449,2.221763085399449,2.221763085399449,2.3355644628099173,1.054285043441407,1.979641873278237,1.979641873278237,1.979641873278237,2.151818181818182,2.151818181818182,2.221763085399449,2.221763085399449,2.221763085399449,2.221763085399449
PERDRAW 2722-X      5GLPL,NON-DISTRIBUTION,SMALL,SMALL,METAL FORMING,"MINERAL, STRAIGHT",PER,"PERDRAW 2580, 2580-TS, 2579-B, 2588, 2722-X, 2722-X-TS",5.555393617021276,5.555393617021276,5.555393617021276,5.555393617021276,5.555393617021276,5.819936170212766,2.705614566284779,5.290851063829787,5.290851063829787,5.290851063829787,5.290851063829787,5.290851063829787,5.290851063829787,5.290851063829787,5.290851063829787,5.290851063829787
GX DRAW 1155      55G DRUM,NON-DISTRIBUTION,DRUM,DRUM,METAL FORMING,"SYNTHETIC, SOLUBLE",GX,GX DRAW 1155,3.2430470914127425,3.7875900277008308,4.1072347224817785,4.293927209867314,4.293927209867314,4.293927209867314,1.1275656972816008,2.9777839335180056,3.2430470914127425,3.2430470914127425,3.387673130193906,3.7875900277008308,4.276315789473684,4.276315789473684,4.415318559556787,4.415318559556787
MARQUENCH OIL M     1249L/330G,NON-DISTRIBUTION,TOTE,TOTE,QUENCHANTS,OIL BASED,MARQUENCH,MARQUENCH OIL M,2.4688105175292154,2.4688105175292154,2.4688105175292154,2.4688105175292154,2.7520459159839024,2.7520459159839024,1.3420074933520196,1.7488856427378965,2.4688105175292154,2.4688105175292154,2.4688105175292154,2.4688105175292154,2.4688105175292154,2.4688105175292154,2.4688105175292154,2.4688105175292154
HIGH SPEED 60     400 LB   FDR,NON-DISTRIBUTION,DRUM,DRUM,HEAT TREATING SALTS,NEUTRAL SALTS,HIGH SPEED,HIGH SPEED 60,2.558725,2.558725,2.897564779930245,3.0292722699270738,3.0292722699270738,3.0292722699270738,1.9701272261626626,2.558725,2.558725,2.558725,3.6416500000000003,3.702425,3.702425,3.817225,3.817225,3.817225
PERDRAW 9250      18.9L/5G,NON-DISTRIBUTION,SMALL,TOTE,METAL FORMING,"MINERAL, SOLUBLE",PER,PERDRAW 9250,3.376840687100034,3.376840687100034,3.376840687100034,3.376840687100034,3.376840687100034,3.7145247558100376,2.262042203410624,3.912,3.912,3.912,3.912,3.912,3.912,3.912,3.912,3.912
BLUE FORM 8700/750     400# DRUM    (30),NON-DISTRIBUTION,DRUM,DRUM,METAL FORMING,OTHER/MISC,BLUE,BLUE FORM 8700/750,13.58322,13.58322,13.58322,13.58322,13.58322,14.230040000000002,11.62153846153846,12.9364,12.9364,12.9364,12.9364,12.9364,12.9364,12.9364,12.9364,12.9364
MILFORM OAK DRAW 508     5G / 19L PINK PLASTIC PAIL,NON-DISTRIBUTION,SMALL,DRUM,METAL FORMING,EVAPORATIVES,MIL,MILFORM OAK HC-EVAP,2.4003641456582634,3.1330252100840332,3.1330252100840332,3.3686694196242777,3.3686694196242777,3.3686694196242777,1.6564431215700601,2.81175,2.81175,2.81175,2.81175,2.81175,2.81175,2.81175,2.81175,2.81175
PERDRAW 2150     208L/55G DRUM,NON-DISTRIBUTION,DRUM,DRUM,METAL FORMING,"MINERAL, SOLUBLE",PER,PERDRAW 2150,3.782823113207547,3.782823113207547,3.782823113207547,3.782823113207547,3.782823113207547,3.9629575471698115,2.053907885824867,3.4892688679245283,3.602688679245283,3.602688679245283,3.602688679245283,3.602688679245283,3.602688679245283,3.602688679245283,3.602688679245283,3.602688679245283
ACCUDRI 1982      55G DRUM,NON-DISTRIBUTION,DRUM,TOTE,METAL FORMING,EVAPORATIVES,ACCU,ACCUDRI 220M / ACCUDRI 1982,2.2460915689558902,2.2460915689558902,2.2460915689558902,2.2460915689558902,2.3536211699164347,2.4707007258514793,1.9353708206053875,2.3536211699164347,2.3536211699164347,2.3536211699164347,2.3536211699164347,2.3536211699164347,2.3536211699164347,2.3536211699164347,2.3536211699164347,2.3536211699164347
VISCOR CALIBRATION FLUID 3112 TYPE II   5G/19L PAIL TH,NON-DISTRIBUTION,SMALL,DRUM,CALIBRATION FLUIDS,DIESEL,VIS,VISCOR CALIBRATION FLUID 3112 TYPE II,3.1665858531991518,3.166585975426246,3.562727251673267,3.562727251673267,3.80779703,3.80779703,1.6770202013361464,6.535422343,6.535422343,6.535422343,6.535422343,6.535422343,6.535422343,6.535422343,6.535422343,6.535422343
PERDRAW 2017-LV      55GL DRUM,NON-DISTRIBUTION,DRUM,DRUM,METAL FORMING,"MINERAL, STRAIGHT",PER,PERDRAW 2017-LV,2.0067395833333332,2.0067395833333332,2.0067395833333332,2.0067395833333332,2.0067395833333332,2.1022986111111113,1.2555538675213676,2.0447222222222226,2.1111805555555554,2.1111805555555554,2.1111805555555554,2.1111805555555554,2.1111805555555554,2.1111805555555554,2.1111805555555554,2.1111805555555554
PERDRAW 1044      BULK GALLONS,NON-DISTRIBUTION,BULK,BULK,METAL FORMING,EVAPORATIVES,PER,PERDRAW 1044,1.5487080725405233,1.5487080725405233,1.5487080725405233,1.5487080725405233,1.5487080725405233,1.6224560759948339,0.7810993144151173,1.4749600690862126,1.4749600690862126,1.4749600690862126,1.4749600690862126,1.4749600690862126,1.4749600690862126,1.4749600690862126,1.4749600690862126,1.4749600690862126
ACCUCUT 525      55G DRUM,NON-DISTRIBUTION,DRUM,DRUM,METAL REMOVAL,"MINERAL, STRAIGHT",ACCU,ACCUCUT 525,2.3912332613390928,2.3912332613390928,2.3912332613390928,2.3912332613390928,2.3912332613390928,2.5051015118790496,1.368935707758764,2.477365010799136,2.477365010799136,2.477365010799136,2.477365010799136,2.477365010799136,2.477365010799136,2.477365010799136,2.477365010799136,2.477365010799136
MASK-IT-N     5GL PAIL,NON-DISTRIBUTION,SMALL,SMALL,Unmapped,Unmapped,Unmapped,Unmapped,2.0285714285714285,2.850171428571429,2.902952380952381,3.0349047619047615,3.0349047619047615,3.0349047619047615,0.5696950113378684,2.4285714285714284,2.4285714285714284,2.4285714285714284,2.4285714285714284,2.4285714285714284,2.4285714285714284,2.4285714285714284,2.4285714285714284,2.4285714285714284
CCL-22 CHAIN LUBE     4X1 GAL. CASE,NON-DISTRIBUTION,SMALL,SMALL,LUBRICANT,Chain Oils,USL,CCL-22 Chain Lube,4.945874999999999,4.945874999999999,4.945874999999999,4.945874999999999,4.945874999999999,5.181392857142857,4.223133918005072,4.961428571428571,4.961428571428571,4.961428571428571,4.961428571428572,4.961428571428572,5.110357142857143,5.110357142857143,5.110357142857143,5.110357142857143
MW-D F DEVELP     CS12CANS,NON-DISTRIBUTION,SMALL,SMALL,TOLLING,MILLER WELDING,D F DEVEL,D F DEVELP,9.93615,9.93615,9.93615,9.93615,9.93615,10.4093,7.455,9.463,9.463,9.463,9.463,9.463,9.463,9.463,9.463,9.463
ROCKFORM 668   330G TOTE,NON-DISTRIBUTION,TOTE,TOTE,METAL FORMING,"SYNTHETIC, STRAIGHT",ROCK,ROCKFORM 668,1.9235201683302803,1.9235201683302803,1.9235201683302803,1.9235201683302803,1.9235201683302803,1.9235201683302803,1.9235201683302803,1.608766282271647,1.608766282271647,1.608766282271647,1.608766282271647,1.608766282271647,1.9285714285714286,1.9285714285714286,1.9285714285714286,1.9285714285714286
PERDRAW 6586     330GL TOTE,NON-DISTRIBUTION,TOTE,TOTE,METAL FORMING,"SYNTHETIC, STRAIGHT",PER,PERDRAW 6586,1.7608953974895396,1.7608953974895396,1.7608953974895396,1.7608953974895396,1.7608953974895396,1.844747559274756,1.5292454599096856,1.8179567642956762,1.8770432357043234,1.8770432357043234,1.8770432357043234,1.8770432357043234,1.8770432357043234,1.8770432357043234,1.8770432357043234,1.8770432357043234
ACCUDRAW 30      55G DRUM,NON-DISTRIBUTION,DRUM,DRUM,METAL FORMING,"MINERAL, STRAIGHT",ACCU,ACCUDRAW 30,2.357583148558758,2.357583148558758,2.357583148558758,2.357583148558758,2.8114863414634144,2.8114863414634144,1.368257966228893,2.5575831485587583,2.5575831485587583,2.5575831485587583,2.5575831485587583,2.5575831485587583,2.5575831485587583,2.5575831485587583,2.5575831485587583,2.5575831485587583
QUENCH OIL 1002 SPECIAL   BULK (GAL),NON-DISTRIBUTION,BULK,BULK,QUENCHANTS,OIL BASED,QUENCH,QUENCH OIL 1002 SPECIAL,1.9319746410005392,1.9319746410005392,1.9319746410005392,1.9319746410005392,1.9319746410005392,2.0239734334291364,1.2889258463749873,1.7869264690228273,1.839975848571942,1.839975848571942,1.8399758485719422,1.8399758485719422,1.8399758485719422,1.8399758485719422,1.8399758485719422,1.8399758485719422
QUENCH OIL 1080   500G TOTE,NON-DISTRIBUTION,TOTE,TOTE,QUENCHANTS,OIL BASED,QUENCH,QUENCH OIL 1080 / QUENCH 3440,0.9898241453344299,0.9898241453344299,0.9898241453344299,0.9898241453344299,0.9898241453344299,1.0369586284455932,0.796979485,0.9426896622232664,0.9426896622232664,0.9426896622232664,0.9426896622232664,1.0494092466259004,1.0494092466259004,1.0849824414267784,1.0849824414267784,1.0849824414267784
PERKOTE 30-266-HF      55GL DRUM,NON-DISTRIBUTION,DRUM,DRUM,METAL PROTECTION,NON-SYNTHETIC,PER,"PERKOTE 30-266-HFL, PERKOTE 30-266-HF / DC ONYX 36",1.9528688524590165,2.402591517688937,2.4970736438663743,2.5327923140744795,2.582377049180328,2.642850669457831,1.7041970549948497,3.663333333333333,3.663333333333333,3.663333333333333,3.663333333333333,3.663333333333333,3.663333333333333,3.663333333333333,3.663333333333333,3.663333333333333
5032-15 - RESCUE - CONC COMP CLN   1GL 4X1 CASE BLK,NON-DISTRIBUTION,SMALL,SMALL,LUBRICANT,Compressor & Vacuum,ISEL,5031 Rescue HTF HTCC/ 5032 Rescue Conc Comp CLN/5033 Rescue System CSC ISO 15,5.392162162162162,5.883357843137254,6.171039661388934,6.451541464179339,6.451541464179339,6.451541464179339,1.8361253343301942,5.485666666666667,6.2090000000000005,6.238666666666666,6.705666666666667,6.742,6.772333333333333,7.010000000000001,7.0793333333333335,7.0793333333333335
5032-15 - RESCUE - CONC COMP CLN   1QT 12X1 CASE FS,NON-DISTRIBUTION,SMALL,SMALL,LUBRICANT,Compressor & Vacuum,ISEL,5031 Rescue HTF HTCC/ 5032 Rescue Conc Comp CLN/5033 Rescue System CSC ISO 15,5.392162162162162,5.883357843137254,6.171039661388934,6.451541464179339,6.451541464179339,6.451541464179339,1.8361253343301942,7.026363636363637,7.960909091,8.319545454545455,8.319545454545455,8.319545454545455,8.319545454545455,8.319545454545455,8.319545454545455,8.418636363636365
5031-15 - RESCUE HTF - HTCC   55GL DRUM BLK,NON-DISTRIBUTION,DRUM,SMALL,LUBRICANT,Heat Transfer,ISEL,5031 Rescue HTF HTCC/ 5032 Rescue Conc Comp CLN/5033 Rescue System CSC ISO 15,5.392162162162162,5.883357843137254,6.171039661388934,6.451541464179339,6.451541464179339,6.451541464179339,1.8361253343301942,2.883700980392157,2.883700980392157,2.883700980392157,2.883700980392157,2.883700980392157,4.059779411764706,4.059779411764706,4.059779411764706,4.059779411764706
SECURE STEAM FRP     18.9L/5G PAIL,NON-DISTRIBUTION,SMALL,DRUM,SURFACE FINISHING,SPRAY WAND,SECURE,SECURE STEAM FRP,1.7660869565217392,1.9742533081285447,2.0441016735080515,2.142967864,2.2393338222512034,2.336696162349082,0.6934237898790145,2.3185416666666665,2.318541666666667,2.318541666666667,2.576041666666667,2.576041666666667,2.576041666666667,2.576041666666667,2.576041666666667,2.576041666666667
PERLUBE RO-32     1249L/330G TOTE,NON-DISTRIBUTION,TOTE,TOTE,LUBRICANT,MAINTENANCE,PER,Double Lube RO 32/ GX RO 32/  Perlube Airtool Oil/ Perlube RO 32,1.4468524727577536,1.5999999999999999,1.5999999999999999,1.5999999999999999,1.5999999999999999,1.7519401718357082,0.8130573120983516,1.4468524727577536,1.4468524727577536,1.4468524727577536,1.4468524727577536,1.5999999999999999,1.5999999999999999,1.5999999999999999,1.5999999999999999,1.5999999999999999
RUST PREVENTIVE 1500 G     55G DRUM,NON-DISTRIBUTION,DRUM,DRUM,METAL PROTECTION,SYNTHETIC,RUST PREVENTIVE,RUST PREVENTIVE 1500 G,1.862489539748954,1.862489539748954,2.2526910739191073,2.3550861227336117,2.3550861227336117,2.4187238493723853,0.9950343693962941,1.862489539748954,1.862489539748954,1.862489539748954,1.862489539748954,1.862489539748954,1.862489539748954,2.4187238493723853,2.4187238493723853,2.4187238493723853
PERCHEM 1022 (VM&P NAPTHA)     55GAL DRUM,NON-DISTRIBUTION,DRUM,DRUM,INDUSTRIAL CLEANERS,SOLVENT,PER,PERCHEM 1022 (VM&P NAPTHA),2.2832244008714597,2.371411764705882,2.371411764705882,2.371411764705882,2.371411764705882,2.558772549019607,2.2832244008714597,1.9322352941176473,1.9322352941176473,2.571411764705882,2.571411764705882,2.571411764705882,2.571411764705882,2.571411764705882,2.571411764705882,2.571411764705882
MET-ALL TERJ HWS      208L/55G,NON-DISTRIBUTION,DRUM,DRUM,INDUSTRIAL CLEANERS,ALKALINE CLEANERS / DESCALERS,MET-ALL TERJ,MET-ALL TERJ HWS,2.022376425855513,2.022376425855513,2.022376425855513,2.022376425855513,2.022376425855513,2.2246140684410647,0.9450897308226208,2.157642585551331,2.222376425855513,2.222376425855513,2.222376425855513,2.222376425855513,2.222376425855513,2.222376425855513,2.222376425855513,2.222376425855513
4415-150 - PAG GC LUBE   5GL PAIL BLK,NON-DISTRIBUTION,SMALL,TOTE,LUBRICANT,Compressor & Vacuum,ISEL,4415 PAG GC Lube ISO 150,3.320614970848223,3.320614970848223,3.320614970848223,3.320614970848223,3.320614970848223,3.320614970848223,3.320614970848223,3.0242857142857145,6.43047619,6.43047619,6.43047619,6.43047619,6.43047619,6.43047619,6.43047619,6.43047619
6063-100 - SYN FG VAC-PUMP FLUID   5GL PAIL BL,NON-DISTRIBUTION,SMALL,SMALL,LUBRICANT,FOOD GRADE,ISEL,6061/6063/6324/ Rotosyn FG ISO 100,5.014333333333333,5.014333333333333,5.014333333333333,5.014333333333333,5.014333333333333,5.253111111111111,1.991675594,5.024722222222222,5.024722222222222,5.1755555555555555,5.1755555555555555,5.1755555555555555,5.1755555555555555,5.1755555555555555,5.1755555555555555,5.1755555555555555
PHOS DIP 47-XW REPLENISHER     1249L/330G,NON-DISTRIBUTION,TOTE,TOTE,SURFACE FINISHING,HEAVY ZINC AND MANGANESE,PHOS DIP,PHOS DIP 47-XW REPLENISHER,0.9100348837209302,0.9433372093023256,0.9433372093023256,0.9433372093023256,0.9433372093023256,1.0376709302325582,0.721746877,1.1100348837209302,1.1100348837209302,1.1433372093023255,1.1433372093023255,1.1433372093023255,1.1433372093023255,1.1433372093023255,1.1433372093023255,1.1433372093023255
PERCHEM 7878     PINT,NON-DISTRIBUTION,SMALL,SMALL,METAL REMOVAL,Additives,PER,DF178 (INTERMEDIATE 400 LB DRUM),38.031,38.031,38.031,38.031,38.031,39.842,21.50788119658119,36.62,36.62,36.62,36.62,36.62,36.62,36.62,36.62,36.62
6064-46 - ADV FG AIR COMP LUBE   5GL PAIL WH,NON-DISTRIBUTION,SMALL,SMALL,LUBRICANT,FOOD GRADE,ISEL,6064 Adv Air Comp Lube FG ISO 46,4.720277777777777,4.720277777777778,4.720277777777778,4.720277777777778,4.747222222222222,5.1923055555555555,1.8922194330897228,4.294166666666667,5.120277777777777,5.120277777777777,5.120277777777777,5.120277777777778,5.120277777777778,5.120277777777778,5.120277777777778,5.147222222222222
2098-10 - CALDERA 11 - MT HTF   275GL TOTE,NON-DISTRIBUTION,TOTE,TOTE,LUBRICANT,Heat Transfer,ISEL,2098/ Caldera 11 MT HTF ISO 10,1.8162947586922678,1.8162947586922678,1.8162947586922678,1.8162947586922678,2.180422406426252,2.180422406426252,1.6122253316329884,1.8162947586922678,1.8162947586922678,1.8162947586922678,1.8162947586922678,1.8162947586922678,1.8162947586922678,1.8162947586922678,1.8162947586922678,1.8162947586922678
PERLUBE AW-150      55GL DRUM,NON-DISTRIBUTION,DRUM,TOTE,LUBRICANT,MAINTENANCE,PER,PERLUBE AW-100-S / DOUBLE-LUBE AW 100,1.0118420967422803,1.0524703557312254,1.365195691413096,1.427250041022782,1.427250041022782,1.427250041022782,1.0118420967422803,1.9305651105651105,1.9305651105651105,1.9305651105651105,1.9305651105651105,1.9305651105651105,1.9305651105651105,1.9305651105651105,1.9305651105651105,1.9305651105651105
2087-EP2 - SYN EP ALUM GREASE   14OZ TUBE 10X1 CASE,NON-DISTRIBUTION,SMALL,SMALL,LUBRICANT,FOOD GRADE,ISEL,2087 EP2 Synthetic Aluminum Grease,18.10486732779416,20.12788850174216,20.50062717770035,21.191463414634146,21.191463414634146,21.432473867595817,18.10486732779416,15.936585365853658,15.936585365853658,15.936585365853658,18.015853658536585,21.191463414634146,21.191463414634146,21.191463414634146,21.191463414634146,21.191463414634146
ISOPLUS PBB      3 x 6.9 KG / 15.3 LB,NON-DISTRIBUTION,SMALL,SMALL,Heat Exchangers,Closed Systems,ISOPLUS PBB,ISOPLUS PBB,20.59761437908497,20.59761437908497,20.59761437908497,20.59761437908497,20.59761437908497,21.57845316,2.5732589826053878,19.61677559912854,19.61677559912854,19.61677559912854,19.61677559912854,19.61677559912854,19.61677559912854,19.61677559912854,19.61677559912854,19.61677559912854
THOROGARD      18.9L/5G,NON-DISTRIBUTION,SMALL,SMALL,Heat Exchangers,Closed Systems,GARD,THOROGARD,8.411363636363635,8.565454545454545,9.381136363636363,9.381136363636363,9.381136363636363,9.422,0.8680183982683982,7.944772727272727,8.565454545454545,8.565454545454545,8.811363636363636,8.811363636363636,9.781136363636364,9.781136363636364,9.781136363636364,9.781136363636364
TECHNIBRITE NI 545 S     55G DRUM,NON-DISTRIBUTION,DRUM,DRUM,SURFACE FINISHING,PLATING,TECHNI,TECHNIBRITE NI 545 S,2.2354124748490944,2.2354124748490944,2.2354124748490944,2.2354124748490944,2.2354124748490944,2.458953722334004,1.9443534110334106,2.2354124748490944,2.2354124748490944,2.2354124748490944,2.2354124748490944,2.2354124748490944,2.2354124748490944,2.2354124748490944,2.2354124748490944,2.2354124748490944
PH-100     1249L/330G TOTE,NON-DISTRIBUTION,TOTE,TOTE,INDUSTRIAL CLEANERS,PAINT / METAL STRIPPING,PH-100,PH-100,0.4513922457200403,0.4513922457200403,0.4513922457200403,0.6912211843968917,0.6912211843968917,0.6912211843968917,0.3571601050139886,0.6513922457200403,0.6513922457200403,0.6513922457200403,0.6513922457200403,0.6513922457200403,0.6513922457200403,0.6513922457200403,0.6513922457200403,0.6513922457200403
COAGULITE 301      1249L/330G,NON-DISTRIBUTION,TOTE,DRUM,Wastewater,Inorganic Coagulants,COAGULITE,COAGULITE 301,0.42968464377365845,0.42968464377365845,0.5519352171197756,0.5770231815343108,0.5770231815343108,0.5770231815343108,0.42968464377365845,0.6211507009345795,0.6615274532710281,0.6615274532710281,0.6615274532710281,0.6615274532710281,0.6615274532710281,0.6615274532710281,0.6615274532710281,0.6615274532710281
UNI KLEEN 46     1226L/324GL TOTE,NON-DISTRIBUTION,TOTE,TOTE,INDUSTRIAL CLEANERS,ALKALINE CLEANERS / DESCALERS,UNI KLEEN,UNI KLEEN 46,1.1751790909090911,1.1751790909090911,1.1751790909090911,1.1751790909090911,1.1751790909090911,1.2311400000000001,0.7678260606060606,1.119218181818182,1.119218181818182,1.119218181818182,1.119218181818182,1.119218181818182,1.119218181818182,1.119218181818182,1.119218181818182,1.119218181818182
PERKOOL 704      55GL DRUM,NON-DISTRIBUTION,DRUM,DRUM,METAL REMOVAL,"SYNTHETIC, SOLUBLE",PER,PERKOOL 704 / DOUBLE-CUT TOPAZ 04,1.284625,1.284625,1.284625,1.5840291666666666,1.5840291666666666,1.5840291666666666,0.9851545092147436,1.2441875,1.2441875,1.284625,1.284625,1.284625,1.284625,1.6962291666666667,1.6962291666666667,1.6962291666666667
BLUE STAR XH 9655/460-2     400LB DRUM (20),NON-DISTRIBUTION,DRUM,DRUM,LUBRICANT,GREASE,BLUE,Blue Star XH 9655/460-2,9.345,9.345,10.222416666666668,10.222416666666668,10.460500000000001,10.460500000000001,5.7849334292803976,9.345,9.345,9.345,9.345,9.345,9.345,9.345,9.345,9.345
ACCUCUT 1940     55G DRUM,NON-DISTRIBUTION,DRUM,TOTE,METAL REMOVAL,"MINERAL, STRAIGHT",ACCU,ACCUCUT 1940,2.3193468468468468,2.558457207207207,2.558457207207207,2.558457207207207,2.6416103603603602,2.789729786699074,1.6926145502370906,2.3193468468468468,2.3193468468468468,2.3193468468468468,2.3193468468468468,2.3193468468468468,2.3193468468468468,2.3193468468468468,2.594414414414415,3.2553603603603607
GREEN XTRA-HD     55G DRUM,NON-DISTRIBUTION,DRUM,TOTE,INDUSTRIAL CLEANERS,MAINTENANCE,GREEN XTRA,GREEN XTRA-HD,0.7996055226824459,0.8496055226824457,1.042973811089196,1.0652859960552268,1.0903817115932501,1.0903817115932501,0.5206860800642852,1.3116765285996055,1.3116765285996055,1.3116765285996055,1.3116765285996055,1.3116765285996055,1.3116765285996055,1.3116765285996055,1.3116765285996055,1.3116765285996055
