ITEMNAME,sales_channel,mapped_pack_size,anchor_pack,pl1,pl2,pl3,pl4,segment_enterprise_anchor_target_price,segment_a_anchor_target_price,segment_b_anchor_target_price,segment_c_anchor_target_price,segment_d_anchor_target_price,anchor_book_price_per_weight,anchor_floor_price_per_weight,p10,p20,p30,p40,p50,p60,p70,p80,p90
SECURE GARD 2120      1249L/330G,NON-DISTRIBUTION,TOTE,TOTE,SURFACE FINISHING,PAINTABLE PRETREATMENT,SECURE,SECURE GARD 2120,1.982775282663317,1.982775282663317,1.982775282663317,1.982775282663317,1.982775282663317,2.077193153266332,1.1586156485552765,2.027531407035176,2.027531407035176,2.0883574120603017,2.0883574120603017,2.0883574120603017,2.0883574120603017,2.0883574120603017,2.0883574120603017,2.0883574120603017
VALRUST 1315   275G TOTE,NON-DISTRIBUTION,TOTE,TOTE,METAL PROTECTION,NON-SYNTHETIC,VALRUST,VALRUST 1315,2.1185341314314825,2.1185341314314825,2.1185341314314825,2.1185341314314825,2.1185341314314825,2.219416709118696,1.2116293837731051,1.9710527701526308,1.9710527701526308,1.9710528147750292,1.9710528147750292,1.9710528147750292,1.9710528147750292,1.9710528147750292,1.9710528147750292,2.217651553744269
BHS SD 20     2640LB TOTE,NON-DISTRIBUTION,TOTE,TOTE,"Speciality, Food",Defoamers,BHS SD,BHS SD 20,1.8406367623811686,1.8406367623811686,1.8406367623811686,2.0357059174624825,2.0357059174624825,2.0357059174624825,1.8406367623811686,1.576969696969697,1.576969696969697,1.576969696969697,1.576969696969697,1.576969696969697,1.576969696969697,1.576969696969697,1.576969696969697,1.576969696969697
TECHNIGUARD F 1130 M     55G DRUM,NON-DISTRIBUTION,DRUM,DRUM,METAL PROTECTION,SYNTHETIC,TECHNI,TECHNIGUARD F 1130 M,0.6741245136186771,0.6741245136186771,0.6741245136186771,0.6741245136186771,0.6741245136186771,0.7062256809338523,0.45931212556358475,0.642023346,0.642023346,0.642023346,0.642023346,0.642023346,0.642023346,0.642023346,0.642023346,0.642023346
ALTRABRITE H 90      55G DRUM,NON-DISTRIBUTION,DRUM,TOTE,INDUSTRIAL CLEANERS,ALKALINE CLEANERS / DESCALERS,ALTRA,ALTRABRITE H 90,1.9485015844273426,2.0270909708151628,2.4567091364490063,2.5683777335603244,2.5683777335603244,2.5683777335603244,1.6983113287289886,2.0698559670781895,2.079897119341564,2.079897119341564,2.079897119341564,2.2480246913580246,2.525411522633745,2.527613169,2.809753086419753,3.3294032921810697
2032-460 - SYN EP GEAR LUBE   1GL 4X1 CASE BLK,NON-DISTRIBUTION,SMALL,SMALL,LUBRICANT,MAINTENANCE,ISEL,2032 SYN EP Gear Lube ISO 460,5.475,5.475,5.475,5.475,6.174,6.174,2.112305435897436,5.475,5.475,5.475,5.475,5.475,5.475,5.475,5.475,5.475
SCALE KLEEN SOLUTION     BULKTANKER,NON-DISTRIBUTION,BULK,BULK,HEAT TREATING SALTS,CLEANING AND DESCALING,SCALE KLEEN,SCALE KLEEN SOLUTION,0.4625586353944561,0.4625586353944561,0.4625586353944561,0.4625586353944561,0.4625586353944561,0.48458523707990664,0.2572359853611062,0.440532034,0.440532034,0.440532034,0.440532034,0.440532034,0.440532034,0.440532034,0.440532034,0.44053203370900607
PERLUBE AW-10     55GL DRUM,NON-DISTRIBUTION,DRUM,DRUM,LUBRICANT,MAINTENANCE,PER,PERLUBE AW-10,1.825,2.040025641025641,2.040025641025641,2.1072307692307692,2.2150982758620685,2.2150982758620685,1.0619700536398466,1.742102564102564,1.742102564102564,2.025,2.025,2.240025641025641,2.240025641025641,2.240025641025641,2.3072307692307694,2.3072307692307694
PERLUBE SYN-GO-68      55G DRUM,NON-DISTRIBUTION,DRUM,DRUM,LUBRICANT,MAINTENANCE,PER,Perlube SYN GO 68,4.968055555555555,4.968055555555555,6.137202884054635,6.416166651511663,6.416166651511663,6.416166651511663,3.749111987913832,5.168055555555555,5.168055555555555,5.168055555555555,5.168055555555555,5.168055555555555,7.098409091,7.098409091,7.098409091,7.098409091
BLUE STAR XH 9600/400-1.5     BULK POUNDS   (21),NON-DISTRIBUTION,BULK,BULK,LUBRICANT,GREASE,BLUE,Blue Star XH 9600/400-1.5,3.092307692307692,3.092307692307692,3.092307692307692,3.092307692307692,3.092307692307692,3.2230000000000003,3.092307692307692,2.9299999999999997,2.9299999999999997,2.9299999999999997,2.9299999999999997,2.93,2.93,2.93,2.93,2.93
PERLUBE WL-220      55GL DRUM,NON-DISTRIBUTION,DRUM,DRUM,LUBRICANT,MAINTENANCE,PER,Perlube WL 220,1.3673658536585367,1.8400416816431322,1.8741165275994864,1.9593036424903718,1.9593036424903718,1.9593036424903718,1.2143078613607188,1.475609756097561,1.5347073170731709,1.5347073170731709,1.7341463414634146,1.996268292682927,2.0660731707317073,2.128073170731707,2.235609756097561,2.235609756097561
GX COOL 2192CYT      55G DRUM,NON-DISTRIBUTION,DRUM,DRUM,METAL REMOVAL,SEMI-SYNTHETIC,GX,GX COOL 2192CYT,2.5186984815618216,2.5186984815618216,2.5186984815618216,2.518698481561822,2.518698481561822,2.770568329718004,1.686371651252111,2.718698481561822,2.718698481561822,2.718698481561822,2.718698481561822,2.718698481561822,2.718698481561822,2.7186984815618223,2.7186984815618223,2.7186984815618223
CONFIDENCE 41      114L/30G,NON-DISTRIBUTION,DRUM,DRUM,Boilers,Internal Treatments,CONFIDENCE,CONFIDENCE  41,5.357210526315789,5.357210526315789,5.357210526315789,5.357210526315789,5.357210526315789,5.612315789473684,0.6209849067112225,5.302105263157895,5.302105263157895,5.302105263157895,5.302105263157895,5.302105263157895,5.302105263157895,5.302105263157895,5.302105263157895,5.302105263157895
LC-3269-B     330GL TOTE (D-IBC),NON-DISTRIBUTION,TOTE,TOTE,INDUSTRIAL CLEANERS,MAINTENANCE,LC,LC-3269-B,0.6423851774530271,0.6423851774530271,0.6423851774530271,0.6423851774530271,0.6423851774530271,0.6729749478079332,0.2924087807859554,0.811795407,0.811795407,0.811795407,0.811795407,0.811795407,0.811795407,0.811795407,0.811795407,0.811795407
GEAR GUARD AEROSOL   CASE,NON-DISTRIBUTION,SMALL,SMALL,LUBRICANT,MAINTENANCE,GEAR GUARD,GEAR GUARD AEROSOL,1.9347340350877191,1.9347340350877191,1.9347340350877191,1.9347340350877191,1.9347340350877191,1.9347340350877191,1.9347340350877191,1.875,1.875,1.875,1.875,1.875,1.875,1.875,1.875,1.875
PERKOOL 5424      330G PL TOTE,NON-DISTRIBUTION,TOTE,TOTE,METAL REMOVAL,SEMI-SYNTHETIC,PER,PERKOOL 5424,2.018098946635069,2.425041833393961,2.425041833393961,2.425041833393961,2.592829562541525,2.592829562541525,2.018098946635069,2.054056020371044,2.054056020371044,2.054056020371044,2.054056020371044,2.425041833393961,2.425041833393961,2.425041833393961,2.425041833393961,2.425041833393961
CIMSTAR QUAL STAR XL PINK     55G / 208L PINK STEEL DRUM,NON-DISTRIBUTION,DRUM,DRUM,METAL REMOVAL,SEMI-SYNTHETIC,CIM,CIMSTAR QUAL STAR XL PINK,2.684226012793177,2.684226012793177,2.684226012793177,2.684226012793177,2.7737100213219614,2.952648614072495,1.2585971809892382,2.5997270788912576,2.684226012793177,2.684226012793177,2.684226012793177,2.684226012793177,2.684226012793177,2.684226012793177,2.684226012793177,2.773700213219616
MULTI-TERJ CR-2211      208L/55G,NON-DISTRIBUTION,DRUM,DRUM,METAL PROTECTION,SYNTHETIC,MULTI-TERJ,MULTI-TERJ CR-2211,3.4739097449101024,3.5731643090503913,3.6393340184772502,3.8047582920443976,3.8047582920443976,3.8047582920443976,0.9581969,1.8376109936575054,1.8376109936575054,4.086617336,4.086617336,4.086617336,4.086617336,4.086617336,4.086617336,4.183678646934461
CIMTAP     CASE OF 24 1-PINT TUBS (NET),NON-DISTRIBUTION,SMALL,SMALL,METAL REMOVAL,Additives,CIM,CIMTAP,5.892859770979021,6.75821698,6.883369145982664,7.1962495617091475,7.1962495617091475,7.509129977435633,4.281651708167751,6.049259259,8.301111111,8.301111111,8.301111111111112,8.301111111111112,8.301111111111112,8.301111111111112,8.301111111111112,8.301111111111112
2058-100 - SYN VAC-PUMP FLUID   5GL PAIL BLK,NON-DISTRIBUTION,SMALL,SMALL,LUBRICANT,Compressor & Vacuum,ISEL,2015/2058/4416/6731/Rotosyn/Vortex/Rotosyn B ISO 100,4.7541379310344825,4.973793103448276,5.308965517241379,5.681111111111112,5.906319053847393,5.906319053847393,1.6860849435336078,4.810277777777777,4.810277777777777,5.515555555555555,5.681111111111111,5.681111111111111,5.681111111111111,5.681111111111112,5.681111111111112,5.681111111111112
2058-100 - SYN VAC-PUMP FLUID   55GL DRUM BLK,NON-DISTRIBUTION,DRUM,SMALL,LUBRICANT,Compressor & Vacuum,ISEL,2015/2058/4416/6731/Rotosyn/Vortex/Rotosyn B ISO 100,4.7541379310344825,4.973793103448276,5.308965517241379,5.681111111111112,5.906319053847393,5.906319053847393,1.6860849435336078,4.454210526,4.454210526,4.454210526,4.587844611528822,4.587844611528822,4.587844611528822,4.587844611528822,4.587844611528822,4.587844611528822
2015-100 - SYN 8000 HR COMP LUBE   1QT 12X1 CASE FS,NON-DISTRIBUTION,SMALL,SMALL,LUBRICANT,Compressor & Vacuum,ISEL,2015/2058/4416/6731/Rotosyn/Vortex/Rotosyn B ISO 100,4.7541379310344825,4.973793103448276,5.308965517241379,5.681111111111112,5.906319053847393,5.906319053847393,1.6860849435336078,5.655454545454545,5.655454545454545,5.8145454545454545,5.8145454545454545,5.989090909090908,5.989090909090909,5.989090909090909,6.183181818181818,6.183181818181818
TERJ      400 LB   FDR,NON-DISTRIBUTION,DRUM,DRUM,INDUSTRIAL CLEANERS,ALKALINE CLEANERS / DESCALERS,TERJ,TERJ,2.978125,2.978125,2.978125,3.009875,3.009875,3.2759375,1.1912964365079366,2.7073750000000003,2.978125,2.978125,2.978125,2.978125,2.978125,2.978125,3.009875,3.009875
PROPYLENE GLYCOL USP     474LB DRUM,NON-DISTRIBUTION,DRUM,TOTE,Glycols,Propylene Glycol,Propylene Glycol,Propylene Glycol,2.015766293174688,2.015766293174688,2.015766293174688,2.015766293174688,2.015766293174688,2.015766293174688,2.015766293174688,2.3009282700421942,2.3009282700421942,2.3009282700421942,2.3009282700421942,2.3009282700421942,2.3009282700421942,2.3009282700421942,2.3009282700421942,2.3009282700421942
6321-32 - OEM PAGR AIR COMP LUBE   5GL PAIL GRN,NON-DISTRIBUTION,SMALL,SMALL,LUBRICANT,Compressor & Vacuum,ISEL,6321/6421/Rotosyn GR/PGR/GRS/C ISO 32,4.756666666666666,4.911388888888888,4.911388888888888,4.9816666666666665,5.156666666666666,5.402527777777777,1.6536860715416273,4.585833333333333,4.585833333333333,4.9816666666666665,4.9816666666666665,4.9816666666666665,5.156666666666666,5.311388888888889,5.311388888888889,5.311388888888889
CAVALIER 13   55G DRUM,NON-DISTRIBUTION,DRUM,DRUM,LUBRICANT,MISCELLANEOUS,CAVALIER,75 SOLVENT NEUTRAL / SN 70/ RHT70,0.9452763540031396,0.9452763540031396,0.9452763540031396,0.9452763540031396,0.9452763540031396,0.9452763540031396,0.9452763540031396,1.0172193877551021,1.0172193877551021,1.0172193877551021,1.0172193877551021,1.0172193877551021,1.0172193877551021,1.0172193877551021,1.0172193877551021,1.0172193877551021
NOVOC 5     5GLPL,NON-DISTRIBUTION,SMALL,TOTE,LUBRICANT,MISCELLANEOUS,NOVOC,PURITY L50,1.8417429674572532,1.8417429674572532,2.4908843888070695,2.604106406480118,2.604106406480118,2.604106406480118,1.3965213096182167,3.5077777777777777,3.5749999999999997,3.5749999999999997,3.5749999999999997,3.5749999999999997,3.575,3.575,3.575,3.575
MBC 214     1-GAL JUG,NON-DISTRIBUTION,SMALL,SMALL,Biocides,NON-OXIDIZERS,Promex,PROMEX CM14 MUP     (NASHVILLE USE ONLY),30.52783475935829,31.40005860962567,31.98154117647059,33.435247593582886,33.435247593582886,33.435247593582886,6.967657140876552,13.636363636363637,30.55909090909091,31.476363636363637,34.97363636363636,34.97363636363636,34.973636363636366,34.973636363636366,34.973636363636366,37.70909090909091
PERLUBE AW-10     5GLPL,NON-DISTRIBUTION,SMALL,DRUM,LUBRICANT,MAINTENANCE,PER,PERLUBE AW-10,1.825,2.040025641025641,2.040025641025641,2.1072307692307692,2.2150982758620685,2.2150982758620685,1.0619700536398466,2.8344444444444448,2.8344444444444448,2.8344444444444448,2.9124999999999996,2.9124999999999996,2.9124999999999996,2.9124999999999996,2.9124999999999996,2.9124999999999996
PHOSPHATE CONDITIONER MGR II     100 LB   FDR,NON-DISTRIBUTION,DRUM,DRUM,SURFACE FINISHING,HEAVY ZINC AND MANGANESE,PHOSPHATE CONDITIONER,BONDERITE M-AC M,25.70253609848485,25.70253609848485,25.70253609848485,27.208400000000005,28.0146,28.0146,25.70253609848485,22.3924,22.3924,22.996599999999997,22.996599999999997,23.4036,24.1819,25.296300000000002,25.296300000000002,26.6992
BLUE STAR XH 9610/680-2     3500LB RET TOTE,NON-DISTRIBUTION,TOTE,TOTE,LUBRICANT,GREASE,BLUE,Blue Star XH9610/680-2,5.333817,5.333817,5.333817,5.333817,5.333817,5.587808285714286,3.8476190476190477,5.079825714285714,5.079825714285714,5.079825714285714,5.079825714285714,5.079825714285714,5.079825714285714,5.079825714285714,5.079825714285714,5.079825714285714
PERLUBE AW-32       55GL DRUM,NON-DISTRIBUTION,DRUM,DRUM,LUBRICANT,MAINTENANCE,PER,PERLUBE AW-32/ MILPRO HY 32,1.2887218045112783,1.3283208020050126,1.426716792,1.5495488721804513,1.568193028761239,1.568193028761239,0.9787965763432017,1.3283208020050126,1.3770676691729324,1.4404010025062657,1.4887218045112782,1.4887218045112782,1.4887218045112782,1.6088721804511277,1.7010025062656642,1.8527067669172932
PERKUT 358      55GL DRUM,NON-DISTRIBUTION,DRUM,DRUM,METAL REMOVAL,"MINERAL, STRAIGHT",PER,PERKUT 358,2.0272345679012345,2.0272345679012345,2.0272345679012345,2.0272345679012345,2.3843297839506175,2.3843297839506175,1.2636607236467234,2.2272345679012346,2.2272345679012346,2.2272345679012346,2.2272345679012346,2.2272345679012346,2.2272345679012346,2.2272345679012346,2.2272345679012346,2.5206172839506173
CIMCLEAN PRODUCTO SP-5940     275G / 1041L TOTE,NON-DISTRIBUTION,TOTE,DRUM,INDUSTRIAL CLEANERS,ALKALINE CLEANERS / DESCALERS,CIM,CIMCLEAN PRODUCTO SP-5940,1.9098521212121211,1.9098666666666666,2.4291528888888885,2.5395689292929284,2.5395689292929284,2.5395689292929284,0.8661216642616641,1.9098521212121211,1.9098521212121211,1.9098521212121211,1.9098521212121211,1.9098521212121211,1.9098521212121211,1.9098521212121211,1.9098521212121211,1.9098521212121211
PERKOOL 4110-V      5GLPL,NON-DISTRIBUTION,SMALL,TOTE,METAL REMOVAL,SEMI-SYNTHETIC,PER,PERKOOL 4110-V / DOUBLE-CUT PEARL 62,1.516904239766082,1.6640350877192982,1.754561403508772,1.9423209064327485,1.956764521229814,2.0418412395441536,1.4649158043606874,3.1895238095238096,3.1895238095238096,3.8485714285714283,3.8485714285714283,3.973809523809524,3.973809523809524,3.973809523809524,3.973809523809524,3.973809523809524
DOUBLE-CUT PEARL 62       208L/55G,NON-DISTRIBUTION,DRUM,TOTE,METAL REMOVAL,SEMI-SYNTHETIC,Double,PERKOOL 4110-V / DOUBLE-CUT PEARL 62,1.516904239766082,1.6640350877192982,1.754561403508772,1.9423209064327485,1.956764521229814,1.956764521229814,1.4649158043606874,1.4583552631578947,1.505767543859649,1.9452850877192982,1.9452850877192982,2.0309868421052633,2.0491008771929824,2.115701754385965,2.115701754385965,2.2498464912280705
PERKOOL 5250-BN       550GL STL TOTE,NON-DISTRIBUTION,TOTE,TOTE,METAL REMOVAL,SEMI-SYNTHETIC,PER,PERKOOL 5250-BN,1.5096059872331058,1.5096059872331058,1.5096059872331058,1.5096059872331058,1.552923076923077,1.6605665859564165,1.182473445466436,1.7096059872331058,1.7096059872331058,1.7096059872331058,1.7096059872331058,1.7096059872331058,1.7096059872331058,1.7096059872331058,1.7096059872331058,1.7096059872331058
R-9-C      200 LB   DRUM,NON-DISTRIBUTION,DRUM,DRUM,Boilers,Oxygen Scavangers,R,R-9-C,2.1809,2.1809,2.1809,2.5601407812499994,2.5601407812499994,2.5601407812499994,1.5541271800595238,2.9688499999999998,2.9688499999999998,2.9688499999999998,2.9688499999999998,2.9688499999999998,2.9688499999999998,2.9688499999999998,2.9688499999999998,2.9688499999999998
PERKUT 278-GD     330GL TOTE,NON-DISTRIBUTION,TOTE,DRUM,METAL REMOVAL,"MINERAL, STRAIGHT",PER,PERKUT 278-GD,2.108357843137255,2.108357843137255,2.108986099754701,2.2517401960784316,2.496450966742489,2.496450966742489,1.4972230389110457,2.3089860997547014,2.3089860997547014,2.3089860997547014,2.3089860997547014,2.3089860997547014,2.3089860997547014,2.3089860997547014,2.3089860997547014,2.3089860997547014
PERKOTE 30-268-C      55GL DRUM,NON-DISTRIBUTION,DRUM,DRUM,METAL PROTECTION,NON-SYNTHETIC,PER,PERKOTE 30-268-C,1.9927607754491021,2.368792410179641,2.647368400097114,2.767703327374255,2.767703327374255,2.767703327374255,1.8794316980482604,2.7989130434782608,2.7989130434782608,2.7989130434782608,2.7989130434782608,2.819103260869565,2.819103260869565,3.5594565217391305,3.5594565217391305,3.6904347826086954
PERKUT 280-GD      55GL DRUM,NON-DISTRIBUTION,DRUM,DRUM,METAL REMOVAL,"MINERAL, STRAIGHT",PER,PERKUT 280-GD,1.661894484,1.661894484,1.661894484,1.661894484,1.956472192458799,1.956472192458799,1.480822970952207,1.661894484,1.661894484,1.661894484,1.661894484,1.661894484,1.661894484,1.661894484,1.661894484,1.661894484
TECHNIBRITE ZN 230 MAINT     55G DRUM,NON-DISTRIBUTION,DRUM,DRUM,SURFACE FINISHING,PLATING,TECHNI,TECHNIBRITE ZN 230 MAINT,0.6136363636363636,0.6136363636363636,0.6136363636363636,0.6136363636363636,0.6136363636363636,0.675,0.4661777544409613,0.6136363636363636,0.6136363636363636,0.6136363636363636,0.6136363636363636,0.6136363636363636,0.6136363636363636,0.6136363636363636,0.6136363636363636,0.6136363636363636
PHOS DIP M-22     56.8L/15G,NON-DISTRIBUTION,DRUM,DRUM,SURFACE FINISHING,HEAVY ZINC AND MANGANESE,PHOS DIP,PHOS DIP M-22,1.4585333333333335,1.6555172794946973,1.6861750068927475,1.762819325387872,1.762819325387872,1.762819325387872,0.962455175,2.2783333333333333,2.531488095238095,2.6732738095238093,2.6732738095238093,2.6732738095238093,2.6732738095238093,2.6732738095238093,2.6732738095238098,2.6732738095238098
FG-90        208L/55G,NON-DISTRIBUTION,DRUM,DRUM,LUBRICANT,FOOD GRADE,FG,FG-90,7.110664367816093,7.268972431077694,7.449267432950193,7.654135338345864,7.787870498084292,7.787870498084292,3.2989032596522248,5.244160401002507,5.244160401002507,5.244160401002507,5.244160401002507,5.244160401002507,5.244160401002507,5.244160401002507,5.244160401002507,5.244160401002507
GF PHOS 252DS       330G TOTE,NON-DISTRIBUTION,TOTE,DRUM,SURFACE FINISHING,PAINTABLE PRETREATMENT,GF,GF PHOS 252DS,1.3731617647058825,1.7139154411764705,1.7961847952135788,1.8778295586323774,1.8778295586323774,1.8778295586323774,0.9289110533056373,1.2951531862745098,1.2951531862745098,1.2951531862745098,1.2951531862745098,1.5731617647058824,1.5731617647058824,1.5731617647058824,1.5731617647058824,1.5731617647058824
GF PHOS 252DS       55G BLUE DRUM,NON-DISTRIBUTION,DRUM,DRUM,SURFACE FINISHING,PAINTABLE PRETREATMENT,GF,GF PHOS 252DS,1.3731617647058825,1.7139154411764705,1.7961847952135788,1.8778295586323774,1.8778295586323774,1.8778295586323774,0.9289110533056373,1.7139154411764705,2.1973345588235293,2.2545404411764705,2.2632720588235293,2.3656617647058824,2.388878676470588,2.388878676470588,2.497941176470588,2.556029411764706
2032-1000 - SYN EP GEAR LUBE   5GL PAIL BLK,NON-DISTRIBUTION,SMALL,SMALL,LUBRICANT,MAINTENANCE,ISEL,2032 SYN EP Gear Lube ISO 1000,5.830539474,5.830539474,5.830539474,5.830539474,5.830539474,6.108184210526316,2.148474335839599,5.552894736842105,5.552894736842105,5.552894736842105,5.552894736842105,5.552894736842105,5.552894736842105,5.552894736842105,5.552894736842105,5.552894736842105
BLUE STAR XH 9600/400-1.5    CS 30/14OZ CART,NON-DISTRIBUTION,SMALL,SMALL,LUBRICANT,GREASE,BLUE,Blue Star XH 9600/400-1.5,10.98264063,10.98264063,10.98264063,10.98264063,10.98264063,11.48185156,5.163461538461538,9.50875,9.50875,9.50875,9.50875,10.4596875,10.4596875,10.4596875,10.4596875,10.4596875
ACT. BLACK MAGIC PLUS     500# DRUM,NON-DISTRIBUTION,DRUM,DRUM,SURFACE FINISHING,BLACKENING,ACT. BLACK MAGIC PLUS,ACT. BLACK MAGIC PLUS,3.8,3.8,3.8,3.8,3.8,3.8,3.8,2.2527199999999996,2.2527199999999996,2.2527199999999996,2.2527199999999996,2.2527199999999996,2.2527199999999996,2.2527199999999996,2.2527199999999996,2.2527199999999996
GF ADJUST 212       55G DRUM,NON-DISTRIBUTION,DRUM,DRUM,SURFACE FINISHING,Additives,GF,DICA 20,1.197472624296854,1.252055255148627,1.377982115830934,1.4406176665505217,1.4406176665505217,1.4406176665505217,0.37159108578941746,1.6389,1.7534399999999999,1.75344,1.8525200000000002,1.8525200000000002,1.95002,1.95002,1.95002,1.95002
GF PHOS 1187      55G DRUM,NON-DISTRIBUTION,DRUM,DRUM,SURFACE FINISHING,PAINTABLE PRETREATMENT,GF,GF PHOS 1187,0.9604436229205175,0.9604436229205175,0.9604436229205175,0.9604436229205175,1.1296013170055452,1.1296013170055452,0.5498615160967345,1.1266358595194086,1.1604436229205175,1.1604436229205175,1.1604436229205175,1.1604436229205175,1.1604436229205175,1.1604436229205175,1.1604436229205175,1.1604436229205175
WAYLUBE 1180 X   275G TOTE,NON-DISTRIBUTION,TOTE,TOTE,LUBRICANT,MAINTENANCE,RVOC,WAYLUBE 1180 X,1.8439655172413796,1.8439655172413796,1.8439655172413796,1.8439655172413796,1.8439655172413796,1.9317733990147787,1.2868978949455736,1.747236135113669,1.747236135113669,1.747236135113669,1.747236135113669,1.747236135113669,1.747236135113669,1.747236135113669,1.9561576354679804,1.9561576354679804
PERLUBE SF-200      1GL JUG,NON-DISTRIBUTION,SMALL,SMALL,LUBRICANT,MISCELLANEOUS,PER,Perlube SF 200,79.35374999999999,79.35374999999999,79.35374999999999,79.35374999999999,79.35374999999999,83.1325,4.369297518610422,73.76125,75.975,75.975,75.975,75.975,75.975,75.97500000000001,75.97500000000001,75.97500000000001
LAMSON - VANISH 6833     55G DRUM,NON-DISTRIBUTION,DRUM,DRUM,METAL FORMING,EVAPORATIVES,LAMSON,LAMSON - VANISH 6833,6.014857541899442,6.014857541899442,6.014857541899442,6.014857541899442,6.014857541899442,6.301279329608939,4.974215728405672,5.928435754189945,5.928435754189945,5.928435754189945,5.928435754189945,5.928435754189945,5.928435754189945,5.928435754189945,5.928435754189945,5.928435754189945
PERDRAW 2550-C      55GL DRUM,NON-DISTRIBUTION,DRUM,DRUM,METAL FORMING,"MINERAL, STRAIGHT",PER,PERDRAW 2550-C,3.6526015801354403,3.6526015801354403,3.6526015801354403,3.6526015801354403,3.6526015801354403,3.826534988713319,2.3300657058517102,3.6786681715575624,3.6786681715575624,3.6786681715575624,3.6786681715575624,3.6786681715575624,3.6786681715575624,3.6786681715575624,3.6786681715575624,3.6786681715575624
SECURE TEC 2215      208L/55G,NON-DISTRIBUTION,DRUM,DRUM,SURFACE FINISHING,PAINTABLE PRETREATMENT,SECURE,SECURE TEC 2215,3.4589581005586596,3.4589581005586596,3.4589581005586596,3.4589581005586596,3.4589581005586596,3.6236703910614527,1.0822912849162012,3.494245810055866,3.494245810055866,3.494245810055866,3.494245810055866,3.494245810055866,3.494245810055866,3.494245810055866,3.494245810055866,3.494245810055866
HOUGHTON DROMUS B US     55G DRUM,NON-DISTRIBUTION,DRUM,DRUM,METAL REMOVAL,"MINERAL, SOLUBLE",HOUGHTO,HOUGHTON DROMUS B US,6.571530856411493,6.571530856411493,6.571530856411493,6.571530856411493,6.571530856411493,6.571530856411493,6.571530856411493,4.814323607427056,4.814323607427056,4.814323607427056,4.814323607427056,4.814323607427056,4.814323607427056,4.814323607427056,4.958753315649868,4.958753315649868
PERLUBE EP-68-RC     BULK GALLONS,NON-DISTRIBUTION,BULK,BULK,LUBRICANT,MAINTENANCE,PER,Perlube EP 68-RC,1.6722134879637383,1.6722134879637383,1.6722134879637383,1.6722134879637383,1.6722134879637383,1.7518427016762974,0.8943341721021075,1.5925842742511793,1.5925842742511793,1.5925842742511793,1.5925842742511793,1.5925842742511793,1.5925842742511793,1.5925842742511793,1.5925842742511793,1.5925842742511793
PERKUT 264-AG      55GL DRUM,NON-DISTRIBUTION,DRUM,DRUM,METAL REMOVAL,"MINERAL, STRAIGHT",PER,PERKUT 264-AG,1.6437070588235294,1.6437070588235294,1.6437070588235294,1.6437070588235294,1.6437070588235294,1.7219788235294118,1.3142615294117646,1.765435294117647,1.765435294117647,1.765435294117647,1.765435294117647,1.765435294117647,1.765435294117647,1.765435294117647,1.765435294117647,1.765435294117647
PERDRAW 1044-QD     BULK GALLONS,NON-DISTRIBUTION,BULK,BULK,METAL FORMING,EVAPORATIVES,PER,PERDRAW 1044-QD,1.8232553109726306,1.8232553109726306,1.8232553109726306,1.8232553109726306,1.8232553109726306,1.9100769924475178,0.9996032574551547,1.7364336294977434,1.7364336294977434,1.7364336294977434,1.7364336294977434,1.7364336294977434,1.7364336294977434,1.7364336294977434,1.7364336294977434,1.7364336294977434
LC-3269-B     5GL PAIL,NON-DISTRIBUTION,SMALL,SMALL,INDUSTRIAL CLEANERS,MAINTENANCE,LC,LC-3269-B,1.0223181818181817,1.0223181818181817,1.0223181818181817,1.0223181818181817,1.0223181818181817,1.071,0.5132359307359308,1.3736363636363635,1.3736363636363635,1.3736363636363635,1.3736363636363635,1.3736363636363635,1.3736363636363635,1.3736363636363635,1.3736363636363635,1.3736363636363635
GF ACID CLEAN 386     330GL TOTE,NON-DISTRIBUTION,TOTE,TOTE,INDUSTRIAL CLEANERS,ACID CLEANERS / DESCALERS,GF,GF ACID CLEAN 386,1.6419441699604744,1.6419441699604744,1.7970014771048743,2.2743277171795873,2.2743277171795873,2.2743277171795873,0.9547436690349428,1.8419441699604742,1.8419441699604742,1.8419441699604744,1.8419441699604744,1.8419441699604744,1.8419441699604744,1.8419441699604744,1.8419441699604744,1.8419441699604744
TROJAN 46 AW   275G/1040L TOTE,NON-DISTRIBUTION,TOTE,TOTE,LUBRICANT,MAINTENANCE,TROJAN,TROJAN 46 AW,1.2896429093308337,1.508397196663179,1.5363304780828675,1.6061636816320886,1.6061636816320886,1.6061636816320886,0.9679468887727154,1.0958018357785813,1.175625,1.396987103117595,1.3969871356709398,1.5405307320617885,1.540530767960064,1.646906852602897,1.646906852602897,1.766875
HUSKIE HD MOTOR OIL 10W30   55G DRUM,NON-DISTRIBUTION,DRUM,DRUM,LUBRICANT,MISCELLANEOUS,HUSKIE,HUSKIE HD MOTOR OIL 10W30,1.8113989013771645,1.8490060096968826,1.999433389409396,2.216312500887728,2.216312500887728,2.216312500887728,1.4969153751694628,1.8113989013771645,1.8113989013771645,1.8490060096968826,1.8490060096968826,1.8490060096968826,1.9830402010050252,1.999433389409396,2.346257222264914,2.4068414468125647
